City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
100,woodstock,43.1334,-80.7497,5.04,65,56,0.45,CA,1707250218
101,broome,42.2506,-75.833,5.74,57,0,2.06,US,1707250422
102,albany,42.6001,-73.9662,4.26,58,6,2.57,US,1707250422
103,minas de marcona,-15.2119,-75.1103,22.4,75,86,4.73,PE,1707250423
104,portland,45.5234,-122.6762,10.35,89,75,1.79,US,1707250073
105,saipan,15.1355,145.701,24.39,73,0,4.12,MP,1707250425
106,wamba,8.9333,8.6,27.55,17,100,1.99,NG,1707250425
107,san luis de la loma,17.2706,-100.8939,28.9,59,0,3.55,MX,1707250426
108,hermanus,-34.4187,19.2345,19.89,77,70,7.29,ZA,1707250427
109,geraldton,-28.7667,114.6,22.23,30,0,4.12,AU,1707250427
110,caconda,-13.7333,15.0667,17.34,95,89,2.01,AO,1707250428
111,mahibadhoo,3.7833,72.9667,28.11,77,100,6.05,MV,1707250429
112,port moresby,-9.4431,147.1797,23.68,94,20,2.57,PG,1707250429
113,vilyuchinsk,52.9306,158.4028,-9.85,88,100,2.52,RU,1707250430
114,quelimane,-17.8786,36.8883,27.97,83,75,1.03,MZ,1707250431
115,labuan,5.2767,115.2417,26.53,85,100,1.11,MY,1707250431
116,isafjordur,66.0755,-23.124,-3.01,91,100,10.01,IS,1707250432
117,matane,48.8286,-67.522,-4.54,83,69,1.49,CA,1707250433
118,badger,64.8,-147.5333,-17.23,81,75,0.0,US,1707250433
119,saudarkrokur,65.7461,-19.6394,-1.58,80,88,8.07,IS,1707250254
120,bahia honda,22.9036,-83.1592,21.71,59,9,8.26,CU,1707250435
121,al mijlad,11.0333,27.7333,22.28,15,6,7.02,SD,1707250435
122,olonkinbyen,70.9221,-8.7187,-1.5,83,42,8.99,SJ,1707250436
123,vorgashor,67.5833,63.95,-22.65,97,100,2.17,RU,1707250437
124,port douglas,-16.4833,145.4667,26.47,86,100,1.16,AU,1707250437
125,suez,29.9737,32.5263,14.79,56,0,1.53,EG,1707250438
126,richards bay,-28.783,32.0377,21.71,85,0,2.3,ZA,1707250439
127,dadukou,26.5479,101.7054,8.66,80,2,0.24,CN,1707250439
128,villamontes,-21.25,-63.5,35.98,30,100,3.11,BO,1707250440
129,aykhal,66.0,111.5,-28.03,100,100,2.48,RU,1707250441
130,klaksvik,62.2266,-6.589,-1.49,60,92,8.63,FO,1707250441
131,boguchany,58.3814,97.4531,-12.86,99,95,1.79,RU,1707250442
132,kamennomostskiy,44.2983,40.1856,4.06,86,100,5.0,RU,1707250443
133,ailuk,10.2197,169.9797,26.77,80,48,8.05,MH,1707250444
134,laguna,38.421,-121.4238,14.06,81,75,4.12,US,1707250445
135,ust-nera,64.5667,143.2,-32.87,88,99,0.3,RU,1707250446
136,georgetown,5.4112,100.3354,26.96,89,40,1.54,MY,1707250256
137,narasaraopet,16.25,80.0667,21.33,95,0,2.34,IN,1707250447
138,bredasdorp,-34.5322,20.0403,22.17,61,14,7.09,ZA,1707250453
139,tazacorte,28.629,-17.9293,19.54,49,0,2.24,ES,1707250454
140,nyurba,63.2842,118.3319,-32.77,100,100,0.53,RU,1707250455
141,chonchi,-42.6128,-73.8092,17.84,96,100,3.73,CL,1707250455
142,itajuba,-22.4256,-45.4528,28.97,87,100,0.74,BR,1707250456
143,san pedro pochutla,15.7333,-96.4667,29.84,46,7,3.71,MX,1707250457
144,kayangel,8.0823,134.7173,27.35,77,100,9.27,PW,1707250457
145,mazagao,-0.115,-51.2894,30.03,58,14,3.86,BR,1707250458
146,okha,53.5739,142.9478,-22.8,99,75,4.6,RU,1707250459
147,ekibastuz,51.6667,75.3667,-5.02,77,100,3.91,KZ,1707250459
148,kununurra,-15.7667,128.7333,25.99,94,16,1.54,AU,1707250460
149,san patricio,28.017,-97.5169,20.97,44,0,1.66,US,1707250461
150,zhangjiakou,40.81,114.8794,-13.18,85,11,2.87,CN,1707250462
151,acapulco de juarez,16.8634,-99.8901,28.9,65,20,3.09,MX,1707250296
152,el nido,11.1858,119.3956,26.27,77,98,5.87,PH,1707250463
153,chibougamau,49.9168,-74.3659,-4.21,63,40,4.12,CA,1707250464
154,st. john's,47.5649,-52.7093,0.93,95,100,14.31,CA,1707250381
155,toliara,-23.35,43.6667,24.89,89,5,3.73,MG,1707250465
156,siocon,7.7061,122.1353,24.46,90,75,1.37,PH,1707250466
157,jamestown,42.097,-79.2353,6.96,47,0,2.57,US,1707250305
158,copiapo,-27.3667,-70.3333,30.72,33,76,5.35,CL,1707250168
159,saint-joseph,-21.3667,55.6167,23.21,81,69,5.03,RE,1707250468
160,okhotsk,59.3833,143.3,-22.81,82,100,3.67,RU,1707250469
161,miches,18.9836,-69.0476,27.11,63,3,9.02,DO,1707250469
162,ambon,-3.6954,128.1814,26.71,14,40,3.6,ID,1707250470
163,mlimba,-8.8,35.8167,23.15,95,65,1.5,TZ,1707250471
164,usogorsk,63.4106,48.6872,-28.52,100,98,0.58,RU,1707250471
165,westhill,57.1526,-2.2797,1.53,84,40,3.6,GB,1707250459
166,grigoropolisskaya,45.2972,41.0567,5.36,93,100,8.43,RU,1707250473
167,raja,8.4596,25.678,23.16,18,26,2.13,SS,1707250474
168,avarua,-21.2078,-159.775,29.03,79,40,6.17,CK,1707250475
169,san sebastian de la gomera,28.0916,-17.1133,20.21,68,0,0.0,ES,1707250476
170,zakynthos,37.7914,20.8953,13.13,79,5,1.68,GR,1707250476
171,wailua homesteads,22.0669,-159.378,23.24,74,75,10.8,US,1707250477
172,touros,-5.1989,-35.4608,28.43,72,100,6.22,BR,1707250292
173,piton saint-leu,-21.2196,55.3151,24.04,69,0,2.57,RE,1707250414
174,kiuruvesi,63.65,26.6167,-23.09,100,81,1.28,FI,1707250479
175,benguela,-12.5763,13.4055,27.29,76,82,0.62,AO,1707250480
176,derzhavinsk,51.1,66.3167,0.7,77,100,9.81,KZ,1707250487
177,mar del plata,-38.0023,-57.5575,23.07,91,100,5.36,AR,1707250487
178,puerto penasco,31.3167,-113.5333,17.17,84,100,7.6,MX,1707250488
179,shetpe,44.1667,52.1167,-0.49,72,13,10.88,KZ,1707250489
180,stettler,52.3168,-112.7186,-7.14,100,50,4.63,CA,1707250490
181,necochea,-38.5473,-58.7368,26.91,62,71,8.54,AR,1707250491
182,paramirim,-13.4425,-42.2389,24.99,71,100,1.06,BR,1707250491
183,longyearbyen,78.2186,15.6401,-10.09,67,40,5.66,SJ,1707250492
184,pontalina,-17.525,-49.4472,26.02,75,100,2.04,BR,1707250493
185,aomori,40.8244,140.74,-1.17,69,99,1.34,JP,1707250493
186,hasaki,35.7333,140.8333,0.16,56,100,7.71,JP,1707250494
187,san antonio de pale,-1.4014,5.6325,28.37,77,38,1.08,GQ,1707250495
188,enewetak,11.3474,162.3373,26.47,81,54,7.55,MH,1707250495
189,tsiombe,-25.3,45.4833,22.75,95,66,2.18,MG,1707250496
190,kapit,2.0167,112.9333,23.39,99,100,0.09,MY,1707250497
191,comodoro rivadavia,-45.8667,-67.5,26.92,21,0,7.72,AR,1707250497
192,betare oya,5.6,14.0833,26.12,23,99,3.06,CM,1707250498
193,callao,-12.0667,-77.15,29.16,61,0,7.2,PE,1707250499
194,priob'ye,62.5206,65.5964,-7.76,96,100,2.1,RU,1707250499
195,ghosi,26.1083,83.5436,12.35,59,7,4.48,IN,1707250500
196,happy valley-goose bay,53.3168,-60.3315,-9.83,57,20,2.57,CA,1707250501
197,flying fish cove,-10.4217,105.6791,22.82,100,40,1.54,CX,1707250502
198,tazovsky,67.4667,78.7,-13.75,95,100,4.49,RU,1707250503
199,terra rica,-22.7094,-52.6169,32.52,38,100,2.72,BR,1707250503
200,tubarjal,30.4999,38.216,12.0,59,5,3.75,SA,1707250504
201,kalabo,-14.97,22.6814,21.28,90,81,2.54,ZM,1707250505
202,mount gambier,-37.8333,140.7667,11.45,91,34,0.51,AU,1707250506
203,moyale,3.5167,39.0584,25.54,31,88,4.89,KE,1707250506
204,port alfred,-33.5906,26.891,23.13,91,96,4.19,ZA,1707250507
205,pisco,-13.7,-76.2167,30.03,54,0,10.8,PE,1707250508
206,tatarsk,55.219,75.9828,-9.11,91,76,4.06,RU,1707250508
207,muromtsevo,56.3724,75.2418,-6.55,91,95,4.0,RU,1707250509
208,matam,15.6175,-13.3303,30.1,8,0,3.97,SN,1707250510
209,lata,40.1629,-8.3327,12.18,90,29,1.05,PT,1707250510
210,lebu,-37.6167,-73.65,20.02,82,66,2.88,CL,1707250511
211,port elizabeth,-33.918,25.5701,22.83,92,75,7.72,ZA,1707250512
212,port lincoln,-34.7333,135.8667,15.67,80,6,3.4,AU,1707250367
213,calvinia,-31.4707,19.776,17.89,56,9,4.49,ZA,1707250513
214,gamba,-2.65,10.0,26.5,81,96,2.49,GA,1707250514
215,gijang,35.2442,129.2139,0.85,76,100,1.99,KR,1707250514
216,riyadh,24.6877,46.7219,12.08,37,0,3.44,SA,1707250312
217,madera,37.1666,-119.8343,12.05,90,100,1.66,US,1707250516
218,ghat,24.9647,10.1728,14.09,29,1,2.53,LY,1707250517
219,khabarovsk,48.4808,135.0928,-25.11,84,0,0.0,RU,1707250389
220,talcahuano,-36.7167,-73.1167,18.83,87,40,4.32,CL,1707250518
221,isola di capo rizzuto,38.96,17.0933,12.27,76,17,1.69,IT,1707250519
222,misratah,32.3754,15.0925,16.73,62,1,2.08,LY,1707250519
223,ulan bator,47.9077,106.8832,-28.93,69,0,0.0,MN,1707250512
224,remire-montjoly,4.9167,-52.2667,26.02,94,40,1.54,GF,1707250521
225,sao jose da coroa grande,-8.8978,-35.1478,28.48,71,88,4.68,BR,1707250522
226,sabang,5.8933,95.3214,27.47,79,100,5.91,ID,1707250523
227,camrose,53.0168,-112.8353,-5.61,76,87,3.85,CA,1707250524
228,lerwick,60.1545,-1.1494,1.0,62,100,10.47,GB,1707250525
229,vengerovo,55.6848,76.7471,-8.96,91,99,4.0,RU,1707250526
230,carauari,-4.8828,-66.8958,29.49,79,100,0.36,BR,1707250392
231,mahalapye,-23.1041,26.8142,27.95,26,4,2.57,BW,1707250527
232,quellon,-43.1167,-73.6167,15.13,96,100,7.13,CL,1707250528
233,timimoun,29.2639,0.231,15.21,31,0,2.06,DZ,1707250529
234,cabo san lucas,22.8909,-109.9124,28.12,61,20,3.6,MX,1707250472
235,egersund,58.4513,5.9997,0.21,86,100,1.95,NO,1707250530
236,trairi,-3.2778,-39.2689,29.09,72,77,6.43,BR,1707250485
237,kaoma,-14.7833,24.8,19.98,90,85,1.4,ZM,1707250532
238,uige,-7.6087,15.0613,19.71,95,100,1.32,AO,1707250532
239,tura,25.5198,90.2201,13.88,90,0,0.81,IN,1707250533
240,fortuna,40.5982,-124.1573,10.52,90,100,5.14,US,1707250534
241,jindabyne,-36.4167,148.6333,5.32,94,17,0.58,AU,1707250534
242,lautoka,-17.6167,177.4667,27.92,78,40,2.57,FJ,1707250535
243,santa elena de uairen,4.6167,-61.1333,27.05,54,77,3.06,VE,1707250536
244,howrah,22.5892,88.3103,22.0,88,75,0.0,IN,1707250536
245,kindia,10.0569,-12.8658,26.87,21,0,1.43,GN,1707250537
246,papao,-17.75,-149.55,28.82,86,99,7.29,PF,1707250538
247,gadzhiyevo,69.2551,33.3362,-18.51,100,95,4.97,RU,1707250538
248,fenyi,27.8112,114.6681,1.74,97,100,1.06,CN,1707250539
249,kapuskasing,49.4169,-82.4331,4.05,87,100,5.14,CA,1707250540
250,la ronge,55.1001,-105.2842,-15.86,72,100,4.63,CA,1707250477
251,huarmey,-10.0681,-78.1522,27.69,68,18,5.16,PE,1707250541
252,orrville,40.8437,-81.764,8.08,44,0,0.0,US,1707250354
253,alta,69.9689,23.2717,-15.41,85,75,2.06,NO,1707250542
254,anadyr,64.75,177.4833,-23.72,76,20,6.0,RU,1707250543
255,udachny,66.4167,112.4,-29.2,82,94,1.94,RU,1707250544
256,mount pearl,47.5166,-52.7813,0.47,96,100,12.86,CA,1707250408
257,kamaishi,39.2667,141.8833,-0.21,70,100,1.4,JP,1707250545
258,greenville,35.6127,-77.3663,11.09,44,0,8.23,US,1707250421
259,petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,84,75,2.24,RU,1707250547
260,new norfolk,-42.7826,147.0587,12.72,82,93,1.36,AU,1707250547
261,fisterra,42.9049,-9.2629,13.75,91,99,8.23,ES,1707250548
262,joshimath,30.5667,79.5667,-0.67,48,16,4.13,IN,1707250549
263,porto novo,6.4965,2.6036,26.9,64,6,2.26,BJ,1707250550
264,bussoleno,45.1403,7.1464,9.02,85,100,1.99,IT,1707250551
265,soio,-6.1349,12.3689,26.44,83,98,2.86,AO,1707250551
266,coquimbo,-29.9533,-71.3436,21.85,73,0,6.17,CL,1707250552
267,wagar,16.1525,36.2032,21.48,51,53,5.56,SD,1707250553
268,iskateley,67.6803,53.1512,-27.77,99,97,1.34,RU,1707250553
269,lagoa,39.05,-27.9833,15.46,95,100,7.53,PT,1707250554
270,west bay,19.3667,-81.4167,27.04,57,40,7.2,KY,1707250555
271,colonia,50.9333,6.95,12.2,74,40,7.2,DE,1707250521
272,pereiaslav-khmelnytskyi,50.0877,31.4795,4.37,93,100,6.32,UA,1707250561
273,kavarna,43.4333,28.3333,13.65,37,68,3.63,BG,1707250562
274,petawawa,45.9001,-77.3328,-0.12,56,40,2.06,CA,1707250563
275,bumba,2.1833,22.4667,25.19,39,5,0.52,CD,1707250563
276,yamada,39.4667,141.95,-0.74,71,100,1.22,JP,1707250564
277,alice town,25.7167,-79.3,19.45,72,100,14.3,BS,1707250565
278,aneho,6.2333,1.6,26.6,63,9,3.44,TG,1707250566
279,shibetsu,43.659,145.132,-10.09,85,67,1.46,JP,1707250567
280,guasdualito,7.2424,-70.7324,30.98,62,20,2.57,VE,1707250568
281,sulak,43.2734,47.5146,3.96,81,100,9.53,RU,1707250570
282,namibe,-15.1961,12.1522,25.11,79,100,0.56,AO,1707250571
283,suva,-18.1416,178.4415,26.71,83,75,4.63,FJ,1707250347
284,northam,51.0333,-4.2167,13.14,97,100,13.76,GB,1707250572
285,dudinka,69.4058,86.1778,-19.62,87,100,3.58,RU,1707250573
286,boizenburg,53.3833,10.7167,9.14,88,100,9.7,DE,1707250573
287,umag,45.4314,13.5239,9.01,87,100,1.03,HR,1707250574
288,arhavi,41.3492,41.3069,11.95,86,100,4.88,TR,1707250578
289,arraial do cabo,-22.9661,-42.0278,28.98,74,75,4.63,BR,1707250579
290,flin flon,54.7682,-101.865,-14.09,78,100,2.06,CA,1707250516
291,pajan,-1.5667,-80.4167,29.55,73,65,2.2,EC,1707250582
292,tidjikja,18.5564,-11.4271,24.08,9,6,5.13,MR,1707250583
293,abepura,-2.6333,140.5833,24.45,94,75,2.06,ID,1707250583
294,alice springs,-23.7,133.8833,21.79,74,82,6.17,AU,1707250485
295,la plata,-34.9215,-57.9545,34.12,43,89,5.94,AR,1707250586
296,massawa,15.6097,39.45,24.53,66,94,4.1,ER,1707250587
297,kulhudhuffushi,6.6221,73.07,27.65,75,45,4.33,MV,1707250588
298,moree,-29.4667,149.85,25.34,75,29,6.41,AU,1707250588
299,iaciara,-14.0958,-46.6317,26.86,68,100,1.93,BR,1707250589
300,novyy urgal,51.0736,132.5642,-31.9,100,100,0.64,RU,1707250589
301,campeni,46.3667,23.05,6.83,95,100,2.83,RO,1707250590
302,vadso,70.0744,29.7487,-8.91,92,75,6.69,NO,1707250591
303,greymouth,-42.4667,171.2,15.7,82,72,1.33,NZ,1707250297
304,fort bragg,35.139,-79.006,13.14,36,0,7.2,US,1707250592
305,malvan,16.0667,73.4667,25.67,67,0,5.48,IN,1707250593
306,sampit,-2.5333,112.95,24.21,92,100,0.59,ID,1707250593
307,lensk,60.7253,114.9278,-10.5,95,100,2.86,RU,1707250594
308,maintirano,-18.0667,44.0167,27.03,85,99,3.21,MG,1707250595
309,mil'kovo,55.6078,37.7956,-4.27,99,86,2.3,RU,1707250596
310,bitam,2.076,11.5007,24.69,31,92,1.01,GA,1707250597
311,campo formoso,-10.5075,-40.3214,29.97,40,88,3.67,BR,1707250597
312,ribeira brava,32.65,-17.0667,19.35,63,68,1.96,PT,1707250598
313,tindouf,27.6711,-8.1474,18.25,24,0,2.06,DZ,1707250599
314,kakata,6.53,-10.3517,25.79,81,0,2.26,LR,1707250599
315,dunedin,-45.8742,170.5036,13.78,99,100,3.13,NZ,1707250600
316,qaqortoq,60.7167,-46.0333,-16.17,61,0,3.98,GL,1707250601
317,susuman,62.7833,148.1667,-33.34,99,99,1.34,RU,1707250602
318,inhambane,-23.865,35.3833,23.93,79,0,3.53,MZ,1707250603
319,santiago de cao,-7.9589,-79.2392,26.07,78,20,5.66,PE,1707250603
320,gharavuti,37.5672,68.4469,6.36,40,100,2.15,TJ,1707250604
